UA,UANAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
96400,"Winner, SD Urban Cluster",99999,"Not in a metro/micro area",,2907,1520,4529157,4529157,2907,1520,4529157,4529157,,,,,100,100,100,100,,,,
96427,"Winnfield, LA Urban Cluster",99999,"Not in a metro/micro area",,5376,2523,11057434,11057434,5376,2523,11057434,11057434,,,,,100,100,100,100,,,,
96454,"Winnie, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",1,3901,1473,10836284,10778210,3901,1473,10836284,10778210,5946800,2308205,26085660453,22863087517,100,100,100,100,.07,.06,.04,.05
96481,"Winnsboro, LA Urban Cluster",99999,"Not in a metro/micro area",,5361,2258,9463656,9463656,5361,2258,9463656,9463656,,,,,100,100,100,100,,,,
96508,"Winnsboro, SC Urban Cluster",17900,"Columbia, SC Metro Area",1,5141,2582,10005243,10005243,5141,2582,10005243,10005243,767598,331470,9930070042,9590077580,100,100,100,100,.67,.78,.1,.1
96535,"Winnsboro, TX Urban Cluster",99999,"Not in a metro/micro area",,3403,1518,9096106,9057523,3403,1518,9096106,9057523,,,,,100,100,100,100,,,,
96562,"Winona, MN Urban Cluster",49100,"Winona, MN Micro Area",2,30712,12526,34441135,32345341,30712,12526,34441135,32345341,51461,20760,1661690154,1621864753,100,100,100,100,59.68,60.34,2.07,1.99
96589,"Winona, MS Urban Cluster",99999,"Not in a metro/micro area",,4388,1951,8358036,8358036,4388,1951,8358036,8358036,,,,,100,100,100,100,,,,
96616,"Winslow, AZ Urban Cluster",22380,"Flagstaff, AZ Metro Area",1,0,0,3446,3446,9765,3411,24094607,24049890,134421,63321,48332653175,48222689085,0,0,.01,.01,0,0,0,0
96616,"Winslow, AZ Urban Cluster",43320,"Show Low, AZ Micro Area",2,9765,3411,24091161,24046444,9765,3411,24094607,24049890,107449,56938,25795551384,25771473007,100,100,99.99,99.99,9.09,5.99,.09,.09
96670,"Winston-Salem, NC Urbanized Area",24660,"Greensboro-High Point, NC Metro Area",1,218,74,573223,573223,391024,174669,842062274,835485857,723801,322754,5230955410,5163845659,.06,.04,.07,.07,.03,.02,.01,.01
96670,"Winston-Salem, NC Urbanized Area",45640,"Thomasville-Lexington, NC Micro Area",2,48476,21369,159250084,159236945,391024,174669,842062274,835485857,162878,72655,1468569902,1431421129,12.4,12.23,18.91,19.06,29.76,29.41,10.84,11.12
96670,"Winston-Salem, NC Urbanized Area",49180,"Winston-Salem, NC Metro Area",1,342330,153226,682238967,675675689,391024,174669,842062274,835485857,477717,214375,3814844718,3770865122,87.55,87.72,81.02,80.87,71.66,71.48,17.88,17.92
96697,"Winter Haven, FL Urbanized Area",29460,"Lakeland-Winter Haven, FL Metro Area",1,201289,94666,428358953,348003481,201289,94666,428358953,348003481,602095,281214,5207301593,4656375819,100,100,100,100,33.43,33.66,8.23,7.47
96724,"Winters, CA Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",1,7082,2414,5830416,5830416,7082,2414,5832573,5832368,2149127,871793,13743475724,13193980701,100,100,99.96,99.97,.33,.28,.04,.04
96724,"Winters, CA Urban Cluster",46700,"Vallejo-Fairfield, CA Metro Area",1,0,0,2157,1952,7082,2414,5832573,5832368,413344,152698,2347027136,2128361199,0,0,.04,.03,0,0,0,0
96751,"Winters, TX Urban Cluster",99999,"Not in a metro/micro area",,2516,1252,3161867,3161867,2516,1252,3161867,3161867,,,,,100,100,100,100,,,,
96778,"Winterset, IA Urban Cluster",19780,"Des Moines-West Des Moines, IA Metro Area",1,5043,2211,4893432,4893432,5043,2211,4893432,4893432,569633,240203,7541567644,7468735630,100,100,100,100,.89,.92,.06,.07
96832,"Wisconsin Rapids, WI Urban Cluster",32270,"Marshfield-Wisconsin Rapids, WI Micro Area",2,28602,13178,54601040,53325725,29169,13396,56840806,55565339,74749,34088,2096442702,2054162108,98.06,98.37,96.06,95.97,38.26,38.66,2.6,2.6
96832,"Wisconsin Rapids, WI Urban Cluster",44620,"Stevens Point, WI Micro Area",2,567,218,2239766,2239614,29169,13396,56840806,55565339,70019,30054,2130673992,2073747839,1.94,1.63,3.94,4.03,.81,.73,.11,.11
96859,"Wolf Point, MT Urban Cluster",99999,"Not in a metro/micro area",,3540,1346,3191976,3191976,3540,1346,3191976,3191976,,,,,100,100,100,100,,,,
96886,"Wonder Lake, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",1,4533,1619,5202807,5202807,4533,1619,5202807,5202807,9461105,3797247,24808450390,18639638965,100,100,100,100,.05,.04,.02,.03
96913,"Woodburn, OR Urban Cluster",41420,"Salem, OR Metro Area",1,32943,10942,30227771,30210500,32943,10942,30227771,30210500,390738,151250,5015300239,4980838711,100,100,100,100,8.43,7.23,.6,.61
96926,"Woodbury, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1,2604,1181,3793936,3793936,2604,1181,3793936,3793936,1589934,667655,14925049177,14733539303,100,100,100,100,.16,.18,.03,.03
96940,"Woodcreek, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",1,5032,2524,12657229,12657229,5032,2524,12657229,12657229,1716289,706505,11085352384,10929465393,100,100,100,100,.29,.36,.11,.12
96967,"Woodlake, CA Urban Cluster",47300,"Visalia-Porterville, CA Metro Area",1,7465,2120,5615355,4436883,7465,2120,5615355,4436883,442179,141696,12532049785,12494658169,100,100,100,100,1.69,1.5,.04,.04
96994,"Woodland, CA Urbanized Area",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",1,55513,19817,31593905,31593905,55513,19817,31593905,31593905,2149127,871793,13743475724,13193980701,100,100,100,100,2.58,2.27,.23,.24
97021,"Woodland, WA Urban Cluster",31020,"Longview, WA Metro Area",1,5646,2130,8821567,8726263,5863,2255,9151009,8980553,102410,43450,3020473722,2952910628,96.3,94.46,96.4,97.17,5.51,4.9,.29,.3
97021,"Woodland, WA Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1,217,125,329442,254290,5863,2255,9151009,8980553,2226009,925076,17667203876,17310825110,3.7,5.54,3.6,2.83,.01,.01,0,0
97048,"Woodland Park, CO Urban Cluster",17820,"Colorado Springs, CO Metro Area",1,10528,5019,22022869,22004291,10528,5019,22022869,22004291,645613,265495,6963213019,6951156867,100,100,100,100,1.63,1.89,.32,.32
97102,"Woodruff, SC Urban Cluster",43900,"Spartanburg, SC Metro Area",1,4298,1926,8749161,8739766,4298,1926,8749161,8739766,284307,122628,2121828822,2092518606,100,100,100,100,1.51,1.57,.41,.42
97119,"Woodstock, AL Urban Cluster",13820,"Birmingham-Hoover, AL Metro Area",1,2050,761,7234521,7208621,3664,1354,14952817,14915722,1128047,500025,13907647336,13673875552,55.95,56.2,48.38,48.33,.18,.15,.05,.05
97119,"Woodstock, AL Urban Cluster",46220,"Tuscaloosa, AL Metro Area",1,1614,593,7718296,7707101,3664,1354,14952817,14915722,219461,97534,6909292657,6767139886,44.05,43.8,51.62,51.67,.74,.61,.11,.11
97129,"Woodstock, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",1,25308,9958,31261041,31261041,25308,9958,31261041,31261041,9461105,3797247,24808450390,18639638965,100,100,100,100,.27,.26,.13,.17
97156,"Woodstock, VA Urban Cluster",99999,"Not in a metro/micro area",,7017,3346,13444345,13374855,7017,3346,13444345,13374855,,,,,100,100,100,100,,,,
97183,"Woodstown, NJ Urban Cluster",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",1,4195,1894,5939088,5826291,4195,1894,5939088,5826291,5965343,2433611,12613479144,11919387230,100,100,100,100,.07,.08,.05,.05
97200,"Woodville, FL Urban Cluster",45220,"Tallahassee, FL Metro Area",1,5427,1010,19726770,19725425,5427,1010,19726770,19725425,367413,163078,6740645604,6184107754,100,100,100,100,1.48,.62,.29,.32
97210,"Woodville, TX Urban Cluster",99999,"Not in a metro/micro area",,4760,1215,13209290,13167397,4760,1215,13209290,13167397,,,,,100,100,100,100,,,,
97237,"Woodward, OK Urban Cluster",49260,"Woodward, OK Micro Area",2,11344,5404,21828828,21722405,11344,5404,21828828,21722405,20081,8838,3227491735,3217798327,100,100,100,100,56.49,61.15,.68,.68
97264,"Wooster, OH Urban Cluster",49300,"Wooster, OH Micro Area",2,30430,13763,48056765,47965582,30430,13763,48056765,47965582,114520,45847,1442147997,1437258280,100,100,100,100,26.57,30.02,3.33,3.34
97291,"Worcester, MA--CT Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",1,1389,448,4470431,4450880,486514,201663,821167892,787645247,4552402,1883206,11687228181,9032348482,.29,.22,.54,.57,.03,.02,.04,.05
97291,"Worcester, MA--CT Urbanized Area",48740,"Willimantic, CT Micro Area",2,32928,14518,86164299,83658481,486514,201663,821167892,787645247,118428,49073,1350522720,1328430430,6.77,7.2,10.49,10.62,27.8,29.58,6.38,6.3
97291,"Worcester, MA--CT Urbanized Area",49340,"Worcester, MA Metro Area",1,452197,186697,730533162,699535886,486514,201663,821167892,787645247,798552,326788,4090093562,3912876833,92.95,92.58,88.96,88.81,56.63,57.13,17.86,17.88
97318,"Worland, WY Urban Cluster",99999,"Not in a metro/micro area",,5465,2474,5757601,5748595,5465,2474,5757601,5748595,,,,,100,100,100,100,,,,
97331,"World Golf Village, FL Urban Cluster",27260,"Jacksonville, FL Metro Area",1,6622,2533,16973943,16703565,6622,2533,16973943,16703565,1345596,598490,9578857237,8290752876,100,100,100,100,.49,.42,.18,.2
97345,"Worthington, MN Urban Cluster",49380,"Worthington, MN Micro Area",2,12616,4661,16581819,13430276,12616,4661,16581819,13430276,21378,8535,1871415389,1852116504,100,100,100,100,59.01,54.61,.89,.73
97352,"Wright City, MO Urban Cluster",41180,"St. Louis, MO-IL Metro Area",1,2938,1210,5791876,5735557,2938,1210,5791876,5735557,2812896,1236222,22906805148,22334092193,100,100,100,100,.1,.1,.03,.03
97359,"Wrightstown, WI Urban Cluster",24580,"Green Bay, WI Metro Area",1,2524,965,4002486,3822052,2524,965,4002486,3822052,306241,137212,7378361601,4843832229,100,100,100,100,.82,.7,.05,.08
97366,"Wrightsville, GA Urban Cluster",20140,"Dublin, GA Micro Area",2,3452,848,11923929,11826429,3452,848,11923929,11826429,58414,25488,2913900467,2875679599,100,100,100,100,5.91,3.33,.41,.41
97372,"Wrightwood, CA Urban Cluster",31100,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",1,71,31,86716,86716,4096,2454,3529848,3529848,12828837,4493983,14760360453,12557430733,1.73,1.26,2.46,2.46,0,0,0,0
97372,"Wrightwood, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1,4025,2423,3443132,3443132,4096,2454,3529848,3529848,4224851,1500344,70987027847,70611926170,98.27,98.74,97.54,97.54,.1,.16,0,0
97399,"Wurtsboro, NY Urban Cluster",28740,"Kingston, NY Metro Area",1,545,229,1960027,1915668,4179,1859,11606094,11536935,182493,83638,3006355140,2911755518,13.04,12.32,16.89,16.6,.3,.27,.07,.07
97399,"Wurtsboro, NY Urban Cluster",99999,"Not in a metro/micro area",,3634,1630,9646067,9621267,4179,1859,11606094,11536935,,,,,86.96,87.68,83.11,83.4,,,,
97426,"Wynne, AR Urban Cluster",99999,"Not in a metro/micro area",,7722,3342,12074937,12074937,7722,3342,12074937,12074937,,,,,100,100,100,100,,,,
97453,"Wytheville, VA Urban Cluster",99999,"Not in a metro/micro area",,7212,3775,18428467,18395011,7212,3775,18428467,18395011,,,,,100,100,100,100,,,,
97480,"Yadkinville, NC Urban Cluster",49180,"Winston-Salem, NC Metro Area",1,3530,1478,9746965,9702266,3530,1478,9746965,9702266,477717,214375,3814844718,3770865122,100,100,100,100,.74,.69,.26,.26
97507,"Yakima, WA Urbanized Area",49420,"Yakima, WA Metro Area",1,129534,49379,155501971,154959204,129534,49379,155501971,154959204,243231,85474,11166154758,11125023321,100,100,100,100,53.26,57.77,1.39,1.39
97534,"Yankton, SD Urban Cluster",49460,"Yankton, SD Micro Area",2,14637,6310,14249696,14249696,14637,6310,14249696,14249696,22438,9652,1378436674,1349807412,100,100,100,100,65.23,65.38,1.03,1.06
97561,"Yauco, PR Urbanized Area",38660,"Ponce, PR Metro Area",1,246,99,1125896,1125625,90899,38358,120681481,120576522,243147,99359,874803803,545648108,.27,.26,.93,.93,.1,.1,.13,.21
97561,"Yauco, PR Urbanized Area",41900,"San Germán-Cabo Rojo, PR Metro Area",1,1908,880,4609875,4607164,90899,38358,120681481,120576522,137462,69481,955442678,571498111,2.1,2.29,3.82,3.82,1.39,1.27,.48,.81
97561,"Yauco, PR Urbanized Area",49500,"Yauco, PR Metro Area",1,88745,37379,114945710,114843733,90899,38358,120681481,120576522,107333,45631,726214759,497613517,97.63,97.45,95.25,95.25,82.68,81.92,15.83,23.08
97588,"Yazoo City, MS Urban Cluster",49540,"Yazoo City, MS Micro Area",2,15546,4555,22385764,22220276,15546,4555,22385764,22220276,28065,10074,2419737564,2390421148,100,100,100,100,55.39,45.22,.93,.93
97615,"Yellow Springs, OH Urban Cluster",19380,"Dayton, OH Metro Area",1,3589,1851,6628301,6621581,3589,1851,6628301,6621581,841502,385160,4446253131,4418474592,100,100,100,100,.43,.48,.15,.15
97642,"Yelm, WA Urban Cluster",36500,"Olympia, WA Metro Area",1,10260,3856,14097857,14025439,12387,4663,20552472,20405309,252264,108182,2003363109,1869871525,82.83,82.69,68.59,68.73,4.07,3.56,.7,.75
97642,"Yelm, WA Urban Cluster",42660,"Seattle-Tacoma-Bellevue, WA Metro Area",1,2127,807,6454615,6379870,12387,4663,20552472,20405309,3439809,1463295,16341811149,15209310383,17.17,17.31,31.41,31.27,.06,.06,.04,.04
97669,"Yerington, NV Urban Cluster",22280,"Fernley, NV Micro Area",2,2911,1437,3913600,3913600,2911,1437,3913600,3913600,51980,22547,5242651800,5183049296,100,100,100,100,5.6,6.37,.07,.08
97696,"Yoakum, TX Urban Cluster",99999,"Not in a metro/micro area",,5624,2387,7437527,7437527,5624,2387,7437527,7437527,,,,,100,100,100,100,,,,
97723,"York, NE Urban Cluster",99999,"Not in a metro/micro area",,7633,3583,9540741,9526750,7633,3583,9540741,9526750,,,,,100,100,100,100,,,,
97750,"York, PA Urbanized Area",49620,"York-Hanover, PA Metro Area",1,232045,95573,343589212,342425738,232045,95573,343589212,342425738,434972,178671,2358760577,2341819225,100,100,100,100,53.35,53.49,14.57,14.62
97777,"York, SC Urban Cluster",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",1,7931,3382,16236234,16115269,7931,3382,16236234,16115269,1758038,737775,8150442295,7990592664,100,100,100,100,.45,.46,.2,.2
97812,"Yorkville, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",1,3289,1208,10126663,10025714,3289,1208,10126663,10025714,5268860,2165495,21965773272,21596721304,100,100,100,100,.06,.06,.05,.05
97831,"Youngstown, OH--PA Urbanized Area",10420,"Akron, OH Metro Area",1,15,6,21440,21440,387550,184476,629305573,624418937,703200,312581,2393457808,2331323747,0,0,0,0,0,0,0,0
97831,"Youngstown, OH--PA Urbanized Area",35260,"New Castle, PA Micro Area",2,434,211,2449611,2355460,387550,184476,629305573,624418937,91108,40975,939428291,927669548,.11,.11,.39,.38,.48,.51,.26,.25
97831,"Youngstown, OH--PA Urbanized Area",49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",1,387101,184259,626834522,622042037,387550,184476,629305573,624418937,565773,259729,4518126658,4409440312,99.88,99.88,99.61,99.62,68.42,70.94,13.87,14.11
97858,"Youngsville, PA Urban Cluster",47620,"Warren, PA Micro Area",2,2921,1359,6605408,6585402,2921,1359,6605408,6585402,41815,23560,2327266611,2289898600,100,100,100,100,6.99,5.77,.28,.29
97885,"Yountville, CA Urban Cluster",34900,"Napa, CA Metro Area",1,2933,1253,4146283,4146283,2933,1253,4146283,4146283,136484,54759,2042416680,1938247338,100,100,100,100,2.15,2.29,.2,.21
97912,"Yreka, CA Urban Cluster",99999,"Not in a metro/micro area",,7598,3568,12855442,12839746,7598,3568,12855442,12839746,,,,,100,100,100,100,,,,
97939,"Yuba City, CA Urbanized Area",49700,"Yuba City, CA Metro Area",1,116719,42057,101101780,100123895,116719,42057,101101780,100123895,166892,61493,3243435365,3196689793,100,100,100,100,69.94,68.39,3.12,3.13
97966,"Yucca Valley, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1,23805,10839,44975164,44975164,23805,10839,44975164,44975164,4224851,1500344,70987027847,70611926170,100,100,100,100,.56,.72,.06,.06
97993,"Yulee, FL Urban Cluster",27260,"Jacksonville, FL Metro Area",1,7534,2958,25599683,25599683,7534,2958,25599683,25599683,1345596,598490,9578857237,8290752876,100,100,100,100,.56,.49,.27,.31
98020,"Yuma, AZ--CA Urbanized Area",20940,"El Centro, CA Metro Area",1,1011,582,3539724,3339757,135267,68224,152910062,152330995,174528,56067,11607600466,10817352524,.75,.85,2.31,2.19,.58,1.04,.03,.03
98020,"Yuma, AZ--CA Urbanized Area",49740,"Yuma, AZ Metro Area",1,134256,67642,149370338,148991238,135267,68224,152910062,152330995,195751,87850,14294428229,14281174361,99.25,99.15,97.69,97.81,68.59,77,1.04,1.04
98047,"Yuma, CO Urban Cluster",99999,"Not in a metro/micro area",,3524,1492,3988297,3970008,3524,1492,3988297,3970008,,,,,100,100,100,100,,,,
98074,"Zanesville, OH Urban Cluster",49780,"Zanesville, OH Micro Area",2,42132,19783,74024665,72435353,42132,19783,74024665,72435353,86074,38074,1741982324,1721250930,100,100,100,100,48.95,51.96,4.25,4.21
98101,"Zapata--Medina, TX Urban Cluster",99999,"Not in a metro/micro area",,10719,3992,13497850,13497850,10719,3992,13497850,13497850,,,,,100,100,100,100,,,,
98182,"Zephyrhills, FL Urbanized Area",45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",1,66609,37667,114241784,112650971,66609,37667,114241784,112650971,2783243,1353158,8628198742,6509771997,100,100,100,100,2.39,2.78,1.32,1.73
98209,"Zimmerman, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1,8110,3018,26990644,24496917,8110,3018,26990644,24496917,3279833,1354973,16482106382,15610299031,100,100,100,100,.25,.22,.16,.16
98236,"Zumbrota, MN Urban Cluster",39860,"Red Wing, MN Micro Area",2,3161,1401,4819963,4819963,3161,1401,4819963,4819963,46183,20337,2021225747,1960200576,100,100,100,100,6.84,6.89,.24,.25
98263,"Zuni Pueblo, NM Urban Cluster",23700,"Gallup, NM Micro Area",2,6744,1812,11876813,11876813,6744,1812,11876813,11876813,71492,25813,14129101170,14114940579,100,100,100,100,9.43,7.02,.08,.08
99999,"Not in a 2010 urban area",10020,"Abbeville, LA Micro Area",2,31680,13869,3947347476,2992305918,,,,,57999,25235,3993941933,3038572441,,,,,54.62,54.96,98.83,98.48
99999,"Not in a 2010 urban area",10100,"Aberdeen, SD Micro Area",2,14625,6558,7431143783,7319811796,,,,,40602,18672,7464393827,7352814243,,,,,36.02,35.12,99.55,99.55
99999,"Not in a 2010 urban area",10140,"Aberdeen, WA Micro Area",2,29201,14286,5688667182,4857628419,,,,,72797,35166,5761183504,4926225833,,,,,40.11,40.62,98.74,98.61
99999,"Not in a 2010 urban area",10180,"Abilene, TX Metro Area",1,48063,19847,6987555063,6951709796,,,,,165252,69721,7142424576,7105575299,,,,,29.08,28.47,97.83,97.83
99999,"Not in a 2010 urban area",10220,"Ada, OK Micro Area",2,20092,8509,1847320783,1835004360,,,,,37492,16595,1878323829,1865918266,,,,,53.59,51.27,98.35,98.34
99999,"Not in a 2010 urban area",10260,"Adjuntas, PR Micro Area",2,8482,3536,153618431,152722823,,,,,19483,8125,173777444,172725651,,,,,43.54,43.52,88.4,88.42
99999,"Not in a 2010 urban area",10300,"Adrian, MI Micro Area",2,51766,23814,1904443369,1874389181,,,,,99892,43452,1972038943,1941337767,,,,,51.82,54.81,96.57,96.55
99999,"Not in a 2010 urban area",10380,"Aguadilla-Isabela-San Sebastián, PR Metro Area",1,25225,11027,721608723,367285173,,,,,306292,138855,1283409618,928441564,,,,,8.24,7.94,56.23,39.56
99999,"Not in a 2010 urban area",10420,"Akron, OH Metro Area",1,73970,30165,1381080811,1339166488,,,,,703200,312581,2393457808,2331323747,,,,,10.52,9.65,57.7,57.44
99999,"Not in a 2010 urban area",10460,"Alamogordo, NM Micro Area",2,18880,11731,17098660780,17061699342,,,,,63797,30992,17165151239,17128132348,,,,,29.59,37.85,99.61,99.61
99999,"Not in a 2010 urban area",10500,"Albany, GA Metro Area",1,46747,19895,4855459813,4792685068,,,,,157308,66060,5071098662,5005299727,,,,,29.72,30.12,95.75,95.75
99999,"Not in a 2010 urban area",10540,"Albany-Lebanon, OR Micro Area",2,36913,15354,5885700992,5837763884,,,,,116672,48821,5980180944,5931407318,,,,,31.64,31.45,98.42,98.42
99999,"Not in a 2010 urban area",10580,"Albany-Schenectady-Troy, NY Metro Area",1,183690,85858,6507488701,6353103034,,,,,870716,393297,7454547427,7281892392,,,,,21.1,21.83,87.3,87.25
99999,"Not in a 2010 urban area",10620,"Albemarle, NC Micro Area",2,41024,18047,994509933,969311183,,,,,60585,27110,1048529413,1023267267,,,,,67.71,66.57,94.85,94.73
99999,"Not in a 2010 urban area",10660,"Albert Lea, MN Micro Area",2,13387,5888,1844149801,1805830925,,,,,31255,14231,1871061614,1831346129,,,,,42.83,41.37,98.56,98.61
99999,"Not in a 2010 urban area",10700,"Albertville, AL Micro Area",2,49550,22306,1499781382,1356752919,,,,,93019,40342,1614026113,1465522757,,,,,53.27,55.29,92.92,92.58
99999,"Not in a 2010 urban area",10740,"Albuquerque, NM Metro Area",1,79235,34023,23237489708,23209958021,,,,,887077,374404,24079529497,24041559464,,,,,8.93,9.09,96.5,96.54
99999,"Not in a 2010 urban area",10760,"Alexander City, AL Micro Area",2,42429,23631,3683070983,3514401548,,,,,53155,28589,3710426574,3541671132,,,,,79.82,82.66,99.26,99.23
99999,"Not in a 2010 urban area",10780,"Alexandria, LA Metro Area",1,71118,30635,5077460924,4909183310,,,,,153922,64570,5248119626,5078935287,,,,,46.2,47.44,96.75,96.66
99999,"Not in a 2010 urban area",10820,"Alexandria, MN Micro Area",2,19026,11301,1818899979,1612134721,,,,,36009,19905,1864803623,1650598293,,,,,52.84,56.77,97.54,97.67
99999,"Not in a 2010 urban area",10860,"Alice, TX Micro Area",2,16370,6734,2217385989,2208646468,,,,,40838,16147,2248990851,2240251330,,,,,40.09,41.7,98.59,98.59
99999,"Not in a 2010 urban area",10880,"Allegan, MI Micro Area",2,71822,31418,4663917642,2053958435,,,,,111408,49426,4748194712,2137337922,,,,,64.47,63.57,98.23,96.1
99999,"Not in a 2010 urban area",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",1,137319,59286,2890919858,2842817186,,,,,821173,342200,3822509841,3763809464,,,,,16.72,17.32,75.63,75.53
99999,"Not in a 2010 urban area",10940,"Alma, MI Micro Area",2,25552,10862,1460804532,1453060760,,,,,42476,16339,1480464573,1472313856,,,,,60.16,66.48,98.67,98.69
99999,"Not in a 2010 urban area",10980,"Alpena, MI Micro Area",2,15340,8916,4363491074,1456604223,,,,,29598,16053,4389827707,1481110566,,,,,51.83,55.54,99.4,98.35
99999,"Not in a 2010 urban area",11020,"Altoona, PA Metro Area",1,29778,12610,1233924565,1230807722,,,,,127089,56276,1365100822,1361815301,,,,,23.43,22.41,90.39,90.38
99999,"Not in a 2010 urban area",11060,"Altus, OK Micro Area",2,6546,3104,2050977159,2047383968,,,,,26446,12077,2082970480,2078856062,,,,,24.75,25.7,98.46,98.49
99999,"Not in a 2010 urban area",11100,"Amarillo, TX Metro Area",1,36033,14673,9297072640,9212905408,,,,,249881,102546,9537246448,9451495291,,,,,14.42,14.31,97.48,97.48
99999,"Not in a 2010 urban area",11140,"Americus, GA Micro Area",2,18723,8462,1679045413,1651019742,,,,,37829,16117,1710627778,1682463448,,,,,49.49,52.5,98.15,98.13
99999,"Not in a 2010 urban area",11180,"Ames, IA Metro Area",1,15164,6306,1407504246,1405569469,,,,,89542,36789,1485745039,1483592867,,,,,16.94,17.14,94.73,94.74
99999,"Not in a 2010 urban area",11220,"Amsterdam, NY Micro Area",2,20559,8808,1019506507,1002005236,,,,,50219,23063,1062815091,1043875858,,,,,40.94,38.19,95.93,95.99
99999,"Not in a 2010 urban area",11260,"Anchorage, AK Metro Area",1,56774,30338,70089610083,67751310527,,,,,380821,154361,70495867547,68149269161,,,,,14.91,19.65,99.42,99.42
99999,"Not in a 2010 urban area",11300,"Anderson, IN Metro Area",1,30393,12723,986853433,985044752,,,,,131636,59068,1173017003,1170454727,,,,,23.09,21.54,84.13,84.16
99999,"Not in a 2010 urban area",11340,"Anderson, SC Metro Area",1,70969,32264,1633027507,1528250764,,,,,187126,84774,1961751110,1852945207,,,,,37.93,38.06,83.24,82.48
99999,"Not in a 2010 urban area",11380,"Andrews, TX Micro Area",2,2440,973,3871563296,3870636779,,,,,14786,5814,3887786750,3886829704,,,,,16.5,16.74,99.58,99.58
99999,"Not in a 2010 urban area",11420,"Angola, IN Micro Area",2,22989,13549,807650320,776560122,,,,,34185,19377,835183128,800149001,,,,,67.25,69.92,96.7,97.05
99999,"Not in a 2010 urban area",11460,"Ann Arbor, MI Metro Area",1,56706,22560,1510420145,1478370142,,,,,344791,147573,1871057207,1828442046,,,,,16.45,15.29,80.73,80.85
99999,"Not in a 2010 urban area",11500,"Anniston-Oxford, AL Metro Area",1,39955,17246,1374463365,1359044414,,,,,118572,53289,1585814262,1569189995,,,,,33.7,32.36,86.67,86.61
99999,"Not in a 2010 urban area",11540,"Appleton, WI Metro Area",1,57196,22228,2473462148,2254996988,,,,,225666,92844,2697901021,2475405126,,,,,25.35,23.94,91.68,91.1
99999,"Not in a 2010 urban area",11580,"Arcadia, FL Micro Area",2,16121,6225,1625880355,1619622719,,,,,34862,14590,1656250415,1649975818,,,,,46.24,42.67,98.17,98.16
99999,"Not in a 2010 urban area",11620,"Ardmore, OK Micro Area",2,36092,16121,3508024908,3430433080,,,,,56980,25687,3538334089,3460665702,,,,,63.34,62.76,99.14,99.13
99999,"Not in a 2010 urban area",11660,"Arkadelphia, AR Micro Area",2,12504,6328,2271508715,2228112718,,,,,22995,10385,2286517929,2243121932,,,,,54.38,60.93,99.34,99.33
99999,"Not in a 2010 urban area",11700,"Asheville, NC Metro Area",1,144445,77240,4595794960,4580251684,,,,,424858,213637,5287290121,5265449402,,,,,34,36.15,86.92,86.99
99999,"Not in a 2010 urban area",11740,"Ashland, OH Micro Area",2,32913,13294,1084664109,1074743923,,,,,53139,22141,1105404386,1095434931,,,,,61.94,60.04,98.12,98.11
99999,"Not in a 2010 urban area",11780,"Ashtabula, OH Micro Area",2,47063,20114,3429637496,1705262398,,,,,101497,46099,3542850296,1817993244,,,,,46.37,43.63,96.8,93.8
99999,"Not in a 2010 urban area",11820,"Astoria, OR Micro Area",2,14435,8680,2769359370,2110057503,,,,,37039,21546,2808540424,2147227903,,,,,38.97,40.29,98.6,98.27
99999,"Not in a 2010 urban area",11860,"Atchison, KS Micro Area",2,5780,2514,1107889686,1101168373,,,,,16924,6990,1123587257,1116729659,,,,,34.15,35.97,98.6,98.61
99999,"Not in a 2010 urban area",11900,"Athens, OH Micro Area",2,27956,12999,1276815648,1264750415,,,,,64757,26385,1316856020,1304313482,,,,,43.17,49.27,96.96,96.97
